1.txt friends 1817 True False 0,1|0,2|0,5|0,6|0,7|1,3|1,5|1,7|2,3|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,7 0,3 True
331.txt friends 1201 True False 0,1|0,2|0,3|0,5|0,6|1,3|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 [empty] True
332.txt friends 1834 True False None None None
333.txt friends 2522 True False None None None
334.txt friends 1559 True False None None None
335.txt friends 1553 True False None None None
336.txt friends 1490 True False None None None
337.txt friends 2945 True False None None None
338.txt friends 2575 True False None None None
339.txt friends 2076 True False 0,1|0,2|0,5|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,3|2,4|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
34.txt friends 1391 True False None None None
340.txt friends 2229 True False None None None
341.txt friends 975 True False 0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,3|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
342.txt friends 2460 True False None None None
343.txt friends 2162 True False 0,1|0,2|0,4|0,5|0,7|1,2|1,3|1,5|1,6|1,7|2,3|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
344.txt friends 2020 True False None None None
345.txt friends 1573 True False 0,1|0,3|0,4|0,5|0,6|1,2|1,3|1,4|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 [empty] True
346.txt friends 1968 True False None None None
347.txt friends 2183 True False None None None
348.txt friends 1753 True False None None None
349.txt friends 1593 True False None None None
35.txt friends 1425 True False None None None
350.txt friends 1880 True False 0,1|0,2|0,3|0,5|0,6|0,7|1,3|1,4|1,5|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
351.txt friends 2445 True False None None None
352.txt friends 3050 True False None None None
353.txt friends 1851 True False None None None
354.txt friends 1732 True False None None None
355.txt friends 1800 True False 0,1|0,2|0,3|0,4|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,5|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
356.txt friends 1606 True False 0,1|0,2|0,3|0,6|0,7|1,2|1,4|1,5|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
357.txt friends 1567 True False None None None
358.txt friends 1232 True False 0,1|0,3|0,4|0,5|0,6|0,7|1,2|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
359.txt friends 1846 True False None None None
36.txt friends 1803 True False None None None
360.txt friends 2140 True False 0,1|0,2|0,3|0,5|0,6|0,7|1,3|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
361.txt friends 3518 True False 0,3|0,4|0,5|0,6|0,7|1,2|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,5|3,6|3,7|4,6|4,7|5,6|5,7 6,7 True
362.txt friends 1911 True False None None None
363.txt friends 1354 True False 0,1|0,2|0,3|0,5|0,7|1,2|1,4|1,5|1,6|1,7|2,3|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 [empty] True
364.txt friends 1851 True False 0,1|0,2|0,4|0,5|0,6|0,7|1,2|1,3|1,5|1,6|1,7|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
365.txt friends 1751 True False None None None
366.txt friends 1826 True False None None None
367.txt friends 1604 True False None None None
368.txt friends 1915 True False None None None
369.txt friends 1791 True False None None None
37.txt friends 1484 True False None None None
370.txt friends 1210 True False None None None
371.txt friends 1642 True False None None None
372.txt friends 1785 True False 0,1|0,3|0,4|0,5|0,6|0,7|1,2|1,4|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
373.txt friends 2431 True False 0,1|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,7|2,3|2,4|2,5|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
374.txt friends 2866 True False 0,1|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,5|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
375.txt friends 2380 True False 0,2|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
376.txt friends 2681 True False None None None
377.txt friends 1750 True False None None None
378.txt friends 1657 True False 0,1|0,2|0,3|0,5|0,6|0,7|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
379.txt friends 1899 True False 0,1|0,3|0,5|0,6|0,7|1,3|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
38.txt friends 1514 True False None None None
380.txt friends 2063 True False None None None
381.txt friends 991 True False 0,1|0,2|0,3|0,5|0,6|0,7|1,3|1,4|1,5|1,6|1,7|2,3|2,4|2,5|2,6|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 [empty] True
382.txt friends 1301 True False None None None
383.txt friends 973 True False 0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,3|2,6|2,7|3,4|3,5|3,6|3,7|4,6|4,7|5,6|5,7 6,7 True
384.txt friends 1538 True False None None None
385.txt friends 1305 True False 0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,5|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
386.txt friends 2624 True False 0,1|0,3|0,4|0,6|0,7|1,2|1,4|1,5|1,6|1,7|2,3|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
387.txt friends 3134 True False None None None
388.txt friends 1182 True False None None None
389.txt friends 1200 True False None None None
39.txt friends 1312 True False None None None
390.txt friends 1959 True False None None None
391.txt friends 1661 True False None None None
392.txt friends 2013 True False None None None
393.txt friends 1130 True False 0,1|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,6|2,3|2,4|2,5|2,6|2,7|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 3,4 True
394.txt friends 2110 True False None None None
395.txt friends 2244 True False None None None
396.txt friends 2738 True False None None None
397.txt friends 1744 True False None None None
398.txt friends 2311 True False 0,1|0,2|0,3|0,5|0,6|0,7|1,2|1,4|1,5|1,6|1,7|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
399.txt friends 1478 True False None None None
4.txt friends 2170 True False 0,1|0,4|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,3|2,4|2,5|2,6|3,5|3,6|3,7|4,5|4,6|5,6|5,7 [empty] True
40.txt friends 2138 True False None None None
400.txt friends 1977 True False 0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,5|2,6|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
41.txt friends 1359 True False None None None
42.txt friends 1375 True False None None None
43.txt friends 2299 True False None None None
44.txt friends 1273 True False None None None
45.txt friends 1103 True False 0,1|0,2|0,3|0,5|0,7|1,2|1,4|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,5|4,6|4,7|5,6|5,7 [empty] True
46.txt friends 1431 True False None None None
47.txt friends 1775 True False None None None
48.txt friends 2488 True False 0,3|0,4|0,5|0,7|1,2|1,3|1,5|1,6|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,6|4,7|5,6|5,7 3,5 True
49.txt friends 1018 True False None None None
5.txt friends 1896 True False None None None
50.txt friends 1737 True False None None None
51.txt friends 1462 True False None None None
52.txt friends 1431 True False None None None
53.txt friends 1572 True False None None None
54.txt friends 1875 True False None None None
55.txt friends 1112 True False None None None
56.txt friends 1231 True False 0,1|0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,5|2,6|2,7|3,5|4,5|4,6|4,7|5,6 1,5 True
57.txt friends 1843 True False 0,1|0,5|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,3|2,5|2,7|3,4|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
58.txt friends 1774 True False None None None
59.txt friends 1392 True False 0,1|0,4|0,6|0,7|1,3|1,5|1,6|1,7|2,3|2,6|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
6.txt friends 1426 True False None None None
60.txt friends 2131 True False None None None
61.txt friends 1267 True False None None None
62.txt friends 1981 True False 0,2|0,3|0,4|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,6|2,7|3,4|3,7|4,5|4,6|4,7|5,6|5,7 [empty] True
63.txt friends 1194 True False None None None
64.txt friends 829 True False 0,2|0,3|0,4|0,6|0,7|1,2|1,3|1,4|1,5|1,6|1,7|2,3|2,7|3,4|3,6|3,7|4,6|4,7|5,6|5,7 6,7 True
65.txt friends 1446 True False None None None
66.txt friends 1056 True False None None None
67.txt friends 1234 True False None None None
68.txt friends 2541 True False 0,1|0,2|0,3|0,4|0,5|0,6|0,7|1,2|1,6|1,7|2,3|2,5|2,6|2,7|3,4|3,7|4,6|4,7|5,6|5,7 6,7 True
69.txt friends 2093 True False None None None
7.txt friends 1264 True False None None None
70.txt friends 1368 True False None None None
71.txt friends 1157 True False None None None
72.txt friends 2388 True False None None None
73.txt friends 2057 True False None None None
74.txt friends 2058 True False None None None
75.txt friends 2275 True False 0,1|0,4|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,3|2,5|2,7|3,4|3,5|3,6|3,7|4,6|4,7|5,6|5,7 6,7 True
76.txt friends 1034 True False 0,1|0,3|0,4|0,6|0,7|1,2|1,5|1,6|2,3|2,4|2,5|2,6|2,7|3,4|3,5|3,6|3,7|4,7|5,6|5,7 [empty] True
77.txt friends 1393 True False None None None
78.txt friends 1293 True False None None None
79.txt friends 1150 True False None None None
8.txt friends 1471 True False None None None
80.txt friends 1803 True False None None None
81.txt friends 1093 True False None None None
82.txt friends 1370 True False None None None
83.txt friends 1665 True False None None None
84.txt friends 1515 True False None None None
85.txt friends 2194 True False None None None
86.txt friends 1753 True False 0,2|0,3|0,6|0,7|1,2|1,3|1,5|1,6|1,7|2,3|2,4|2,6|2,7|3,4|3,5|3,6|3,7|4,6|4,7|5,7 6,7 True
87.txt friends 1426 True False None None None
88.txt friends 942 True False None None None
89.txt friends 1196 True False 0,2|0,3|0,5|0,7|1,2|1,3|1,5|1,6|1,7|2,3|2,4|2,5|2,6|2,7|3,4|3,6|3,7|4,5|5,6|5,7 3,5 True
9.txt friends 1590 True False None None None
90.txt friends 1059 True False None None None
91.txt friends 1025 True False 0,1|0,2|0,5|0,6|0,7|1,2|1,3|1,4|1,6|1,7|2,5|2,7|3,4|3,5|3,6|3,7|4,5|4,6|4,7|5,6 [empty] True
92.txt friends 1523 True False None None None
93.txt friends 2267 True False None None None
94.txt friends 1913 True False None None None
95.txt friends 1351 True False None None None
96.txt friends 1725 True False None None None
97.txt friends 1531 True False None None None
98.txt friends 1381 True False None None None
99.txt friends 1723 True False 0,2|0,3|0,6|0,7|1,2|1,3|1,4|1,5|1,7|2,3|2,4|2,6|2,7|3,6|3,7|4,5|4,6|4,7|5,6|5,7 6,7 True
